name,brand,image_url,gender,notes,emotion_tags,season_tags,time_tags,brand_tag,mood,activity,weather
00 Auriel Eau de Parfum,Odin,https://static.luckyscent.com/images/products/50117.jpg?width=400&404=product.png,women,"agarwood, black pepper, cassis, coriander, jasmine, labdanum, muguet, patchouli, rose, sandalwood",sensual,summer,day,Odin,romantic,casual,any
Yu Son Eau de Parfum,ALTAIA,https://static.luckyscent.com/images/products/73302.jpg?width=400&404=product.png,unisex,"amber, gaiac, green tea, iris, jasmine, labdanum, mandarin",sensual,spring,day,ALTAIA,romantic,date,cold
The exact friction of stars Perfume Oil roll-on,Pilar and Lucy,https://static.luckyscent.com/images/products/16705.jpg?width=400&404=product.png,women,vanilla,sensual,fall,night,Pilar and Lucy,romantic,casual,cold
The exact friction of stars Eau de Parfum,Pilar and Lucy,https://static.luckyscent.com/images/products/16700.jpg?width=400&404=product.png,women,vanilla,sensual,fall,night,Pilar and Lucy,romantic,casual,cold
By Any Other Name Eau de Parfum,ALTAIA,https://static.luckyscent.com/images/products/73300.jpg?width=400&404=product.png,women,"bergamot, cedar, lychee, musk, osmanthus, peony, rose",sensual,summer,day,ALTAIA,romantic,date,hot
Ennui Noir Parfum Extrait,UNUM,https://static.luckyscent.com/images/products/71904.jpg?width=400&404=product.png,unisex,"cedar, heliotrope, lavender, myrtle, patchouli, vanilla, vetiver",sensual,summer,night,UNUM,romantic,work,cold
Symphonie Passion Parfum Extrait,UNUM,https://static.luckyscent.com/images/products/71905.jpg?width=400&404=product.png,men,"cashmeran, cedar, lemon, musk, peony, sandalwood, vetiver",sensual,fall,night,UNUM,romantic,date,any
Moonlight in Heaven Eau de Parfum,By Kilian,https://static.luckyscent.com/images/products/425006.jpg?width=400&404=product.png,women,"coconut, grapefruit, lemon, mango, milky rice, pink pepper, tonka bean, vetiver",energetic,summer,night,By Kilian,fresh,work,cold
Sweet Morphine Eau de Parfum,Ex Nihilo,https://static.luckyscent.com/images/products/72011.jpg?width=400&404=product.png,women,"iris, lilac, vanilla, wood accord",sensual,fall,night,Ex Nihilo,romantic,casual,cold
La Tulipe Hair Perfume,BYREDO,https://static.luckyscent.com/images/products/64190.jpg?width=400&404=product.png,women,"blond woods, cyclamen, freesia, rhubarb, tulip, vetiver",energetic,summer,night,BYREDO,fresh,work,any
Mojave Ghost Hair Perfume,BYREDO,https://static.luckyscent.com/images/products/64191.jpg?width=400&404=product.png,women,,sensual,summer,night,BYREDO,romantic,casual,any
Sancti Eau de Parfum,Liquides Imaginaires,https://static.luckyscent.com/images/products/73200.jpg?width=400&404=product.png,unisex,"amber, benzoin, bergamot, cardamom, cedar, cistus, coriander, cypress, fir balsam, grapefruit, incense, lavender, mandarin, musk, myrrh, patchouli, rosemary, vetiver",sensual,summer,day,Liquides Imaginaires,romantic,date,cold
Fortis Eau de Parfum,Liquides Imaginaires,https://static.luckyscent.com/images/products/73201.jpg?width=400&404=product.png,unisex,"amber, amyris, cedar, cumin, cypriol, gaiac, musk, oud, patchouli, saffron, sandalwood, vanilla, vetiver",sensual,fall,night,Liquides Imaginaires,romantic,date,cold
Dom Rosa Eau de Parfum,Liquides Imaginaires,https://static.luckyscent.com/images/products/73203.jpg?width=400&404=product.png,unisex,"cedar, champagne accord, clove, gaiac, grapefruit, incense, pear, rose, vetiver, woody accord",romantic,summer,night,Liquides Imaginaires,romantic,date,hot
Bloody Wood Eau de Parfum,Liquides Imaginaires,https://static.luckyscent.com/images/products/73204.jpg?width=400&404=product.png,women,"cherry, fruity red wine accord, oak barrel accord, raspberry, rose oxide, sandalwood, violet, wine lees, woody accord",romantic,summer,day,Liquides Imaginaires,romantic,casual,any
Bello Rabelo Eau de Parfum,Liquides Imaginaires,https://static.luckyscent.com/images/products/73205.jpg?width=400&404=product.png,men,"amber, balm, benzoin, cistus, dried fruits, everlasting flower, port accord, wood",sensual,fall,day,Liquides Imaginaires,romantic,date,cold
Tellus Eau de Parfum,Liquides Imaginaires,https://static.luckyscent.com/images/products/73206.jpg?width=400&404=product.png,unisex,"ambroxan, cashmeran, cistus, costus, earth accord, fir balsam, lilly, moss, patchouli",sensual,summer,day,Liquides Imaginaires,romantic,casual,rainy
Ile Pourpre Eau de Parfum,Liquides Imaginaires,https://static.luckyscent.com/images/products/73209.jpg?width=400&404=product.png,men,"ambroxan, angelica, bergamot, cashmeran, cedar, davana, fenugreek, fig, ginger, incense, iris, patchouli, shiso, whipped cream",sensual,winter,day,Liquides Imaginaires,romantic,date,hot
Eau des Sens Eau de Toilette,Diptyque,https://static.luckyscent.com/images/products/483000.jpg?width=400&404=product.png,women,"angelica, bitter orange, juniper, orange flower, patchouli",energetic,summer,day,Diptyque,fresh,casual,any
Fruitchouli Eau de Parfum,Tauerville,https://static.luckyscent.com/images/products/69206.jpg?width=400&404=product.png,men,,sensual,fall,night,Tauerville,romantic,casual,any
The Orchid Man Eau de Parfum,Frapin,https://static.luckyscent.com/images/products/22618.jpg?width=400&404=product.png,women,"amber, bergamot, black pepper, jasmine, leather, oakmoss, patchouli",sensual,summer,day,Frapin,romantic,date,cold
Nordic Noir,Agonist,https://static.luckyscent.com/images/products/51436.jpg?width=400&404=product.png,unisex,"cardamom, cedar, ginger, heliotrope, mint, musk, orris, rosemary, sandalwood, spearmint, vanilla",sensual,spring,day,Agonist,romantic,date,cold
Amyris Pour Homme Travel Set,Maison Francis Kurkdjian,https://static.luckyscent.com/images/products/49849.jpg?width=400&404=product.png,women,"brazilian tonka bean absolute, florentine iris, jamaican amyris, modern woods, moroccan rosemary, sicilian mandarin",romantic,summer,night,Maison Francis Kurkdjian,romantic,work,cold
Another Oud Eau de Parfum,Juliette Has a Gun,https://static.luckyscent.com/images/products/40125.jpg?width=400&404=product.png,women,"ambroxan, bergamot, musk, norlimbanol, oud, raspberry",sensual,winter,day,Juliette Has a Gun,romantic,date,hot
Tacit Eau de Parfum,Aesop,https://static.luckyscent.com/images/products/30148.jpg?width=400&404=product.png,unisex,"basil, citrus notes, clove, vetiver, yuzu",energetic,spring,day,Aesop,fresh,casual,hot
Hermann Eau de Parfum,Etat Libre d'Orange,https://static.luckyscent.com/images/products/47746.jpg?width=400&404=product.png,women,"ambroxan, black pepper, blackcurrant buds, calypsone, frankincense, galbanum, geosmin, patchouli, pepperwood, petalia, rose absolute",sensual,summer,night,Etat Libre d'Orange,romantic,date,any
Belle de Jour Eau de Parfum,ERIS Parfums,https://static.luckyscent.com/images/products/72900.jpg?width=400&404=product.png,men,"cedar, ciste, coriander, jasmin, musk, orange flower, pimento berries, pink peppercorn, seaweed absolute",sensual,winter,night,ERIS Parfums,romantic,date,any
Night Flower Eau de Parfum,ERIS Parfums,https://static.luckyscent.com/images/products/72901.jpg?width=400&404=product.png,women,"bergamot, birch tar, cardamom, cinnamon, musk, patchouli, suede accord, tonka bean, tuberose",sensual,summer,day,ERIS Parfums,romantic,date,cold
Ma Bete Eau de Parfum,ERIS Parfums,https://static.luckyscent.com/images/products/72902.jpg?width=400&404=product.png,men,"aldehydes, animalic accord, cedar, cypriol, jasmin sambac, neroli, nutmeg, patchouli, styrax",sensual,spring,day,ERIS Parfums,romantic,work,any
Aqua Universalis Travel Set,Maison Francis Kurkdjian,https://static.luckyscent.com/images/products/49843.jpg?width=400&404=product.png,women,"bergamot, light and musky woods, lily of the valley, sicilian lemon, sweet mock orange",sensual,winter,day,Maison Francis Kurkdjian,romantic,date,hot
Royal Princess Oud Eau de Parfum,Creed,https://static.luckyscent.com/images/products/49368.jpg?width=400&404=product.png,women,"a sweet gum resin from thailand, an ancient resin extracted from bark of shrubs in asia, benzoin siam, iris from tuscany, jasmine, mysore sandalwood, patchouli, rose, sicilian bergamot, styrax, sweet violet, vanilla",sensual,summer,day,Creed,romantic,casual,cold
Audace Eau de Parfum,Profumum,https://static.luckyscent.com/images/products/33941.jpg?width=400&404=product.png,men,"bitter orange, cedar, licorice, tonka bean, vetiver",sensual,fall,night,Profumum,romantic,work,cold
Baccarat Rouge 540 Eau de Parfum,Maison Francis Kurkdjian,https://static.luckyscent.com/images/products/49842.jpg?width=400&404=product.png,unisex,"amber, cedar, citrus, jasmine, oakmoss, saffron, sage",sensual,spring,day,Maison Francis Kurkdjian,romantic,date,cold
English Cherry Blossom Eau de Parfum,Shay & Blue,https://static.luckyscent.com/images/products/70414.jpg?width=400&404=product.png,unisex,"bergamot, black cherry, cassis, fig, green mandarin, honeysuckle, iris, woods",energetic,spring,day,Shay & Blue,fresh,casual,hot
Soleil Blanc Eau de Parfum,TOM FORD Private Blend,https://static.luckyscent.com/images/products/63543.jpg?width=400&404=product.png,men,"amber, beachy floral notes click here for ingredients close soleil blanc by tom ford private blend ingredients please be aware that ingredient lists may change or vary from time to time  please refer to the ingredient list on the product package you receive for the most up to date list of ingredients, coconut",sensual,fall,night,TOM FORD Private Blend,romantic,date,cold
Bergamote Soleil Cologne Absolue,Atelier Cologne,https://static.luckyscent.com/images/products/51031.jpg?width=400&404=product.png,unisex,"ambrette, bergamot, bigarade, cardamom, jasmine, lavender, oakmoss, vetiver, white amber",sensual,summer,day,Atelier Cologne,romantic,date,cold
Farnesiana - Eau de Parfum,Caron,https://static.luckyscent.com/images/products/553170.jpg?width=400&404=product.png,unisex,"hay, mimosa, sandalwood",sensual,fall,night,Caron,romantic,casual,any
French Cancan - Eau de Parfum,Caron,https://static.luckyscent.com/images/products/553180.jpg?width=400&404=product.png,unisex,"amber and oakmoss, iris, jasmine, lilac, lily of the valley, orange blossom, patchouli, rose, sandalwood, violet",sensual,summer,night,Caron,romantic,date,cold
Kemi Eau de Parfum,Kemi,https://static.luckyscent.com/images/products/72400.jpg?width=400&404=product.png,men,"caramel, castoreum, cedar, civet, gurjan balsam, oud, sandalwood, vanilla",sensual,fall,night,Kemi,romantic,date,cold
Hayat Eau de Parfum,Kemi,https://static.luckyscent.com/images/products/72401.jpg?width=400&404=product.png,men,"amber, bitter orange, cardamom, cedar, cinnamon, cypriol, lavender, oud, patchouli, saffron",sensual,summer,night,Kemi,romantic,date,cold
V - Accento Eau de Parfum,Xerjoff,https://static.luckyscent.com/images/products/72300.jpg?width=400&404=product.png,unisex,"amber, hyacinth, iris, jasmine, musk, patchouli, pineapple, pink pepper, vanilla, vetiver",sensual,summer,night,Xerjoff,romantic,date,cold
V - Laylati Eau de Parfum,Xerjoff,https://static.luckyscent.com/images/products/72301.jpg?width=400&404=product.png,unisex,"cedar, green notes, musk, patchouli, tobacco, vanilla",sensual,spring,day,Xerjoff,romantic,date,cold
V - Erba Pura Eau de Parfum,Xerjoff,https://static.luckyscent.com/images/products/72305.jpg?width=400&404=product.png,unisex,"amber, bergamot, fruit notes, lemon, musk, orange, vanilla",sensual,fall,day,Xerjoff,romantic,date,cold
Accord 119 - Eau de Parfum,Caron,https://static.luckyscent.com/images/products/553240.jpg?width=400&404=product.png,unisex,"and amber, black pepper, blackberry, blackcurrant, egyptian jasmine, heliotrope, musk, patchouli, vanilla",sensual,summer,night,Caron,romantic,date,cold
Purple Reign Eau de Parfum,April Aromatics,https://static.luckyscent.com/images/products/65813.jpg?width=400&404=product.png,women,"jasmine, lavender, lilac, opoponax, orris, osmanthus, violet",energetic,summer,night,April Aromatics,fresh,casual,any
Les Indes Galantes Eau de Parfum,Parfums MDCI,https://static.luckyscent.com/images/products/36519.jpg?width=400&404=product.png,unisex,"almond, benzoin, bergamot, cinnamon, clove, coriander, geranium, incense, labdanum, leather, orange, raspberry, vanilla",sensual,fall,day,Parfums MDCI,romantic,date,cold
Origino Parfum Extrait,Jeroboam,https://static.luckyscent.com/images/products/71400.jpg?width=400&404=product.png,women,"bergamot, enigmatic musks, juniper, nutmeg, pink peppercorn, sandalwood",sensual,fall,day,Jeroboam,romantic,date,hot
Musc Infini Eau de Parfum,Ex Nihilo,https://static.luckyscent.com/images/products/72004.jpg?width=400&404=product.png,women,"ambrette, benzoin, bergamot, floral musk, grapefruit, patchouli, powder musk, rose, tonka bean, vanilla",sensual,summer,day,Ex Nihilo,romantic,date,cold
Oud Vendome Eau de Parfum,Ex Nihilo,https://static.luckyscent.com/images/products/72005.jpg?width=400&404=product.png,women,"cedar, galbanum, ginger, incense, musk, oud accord, saffron",sensual,winter,night,Ex Nihilo,romantic,date,any
Venenum Kiss Eau de Parfum,Ex Nihilo,https://static.luckyscent.com/images/products/72008.jpg?width=400&404=product.png,women,"amber, artemisia, neroli, nutmeg, rose, saffron, sandalwood, styrax, vanilla",sensual,summer,night,Ex Nihilo,romantic,date,cold
Intense Roses Musk Parfum Extrait,Montale,https://static.luckyscent.com/images/products/35476.jpg?width=400&404=product.png,women,"amber, jasmine, musk, rose",sensual,summer,night,Montale,romantic,date,cold
Insulo Parfum Extrait,Jeroboam,https://static.luckyscent.com/images/products/71401.jpg?width=400&404=product.png,women,"enigmatic musks, jasmine, vanilla",sensual,summer,night,Jeroboam,romantic,date,cold
Hauto Parfum Extrait,Jeroboam,https://static.luckyscent.com/images/products/71402.jpg?width=400&404=product.png,women,"bergamot, enigmatic musks, pineapple, rose, spices, tuberose",sensual,summer,day,Jeroboam,romantic,date,hot
Oriento Parfum Extrait,Jeroboam,https://static.luckyscent.com/images/products/71403.jpg?width=400&404=product.png,women,"apple, enigmatic musks, lemon, patchouli, rose, saffron, sandalwood, styrax, ylang",sensual,summer,night,Jeroboam,romantic,date,any
Miksado Parfum Extrait,Jeroboam,https://static.luckyscent.com/images/products/71404.jpg?width=400&404=product.png,women,"bergamot, cedar, gaiac, geranium, labdanum, musks, patchouli, saffron, vanilla",sensual,fall,day,Jeroboam,romantic,date,cold
Tea for Two Eau de Toilette,L'Artisan Parfumeur,https://static.luckyscent.com/images/products/15200.jpg?width=400&404=product.png,women,"cinnamon, ginger, green anise, honey, vanilla",sensual,spring,day,L'Artisan Parfumeur,romantic,casual,cold
Starry Nights Eau de Parfum,Montale,https://static.luckyscent.com/images/products/35474.jpg?width=400&404=product.png,women,"amber, apple, bergamot, jasmine, lemon, musk, patchouli, powder, rose",sensual,summer,day,Montale,romantic,date,cold
Upper Ten Eau de Parfum,Lubin,https://static.luckyscent.com/images/products/31222.jpg?width=400&404=product.png,unisex,"amber, bay rose, bergamot, cardamom, cedar, cinnamon, geranium essence, juniper berry, leather, musk, orange blossom, patchouli, peach, saffron, sandalwood",sensual,summer,day,Lubin,romantic,date,cold
LAVS Parfum Extrait,UNUM,https://static.luckyscent.com/images/products/71900.jpg?width=400&404=product.png,men,"amber, black pepper, cardamom, carnation, clove, coriander, elemi, jasmine, labdanum, oakmoss, opoponax, palisander rosewood, tonka bean",sensual,summer,night,UNUM,romantic,date,cold
Black Prestigium Eau de Parfum,Mancera,https://static.luckyscent.com/images/products/64929.jpg?width=400&404=product.png,unisex,"amber, bergamot, cedar, gaiac, leather, musk, orris, oud, patchouli, rose, sandalwood, spices, violet",sensual,summer,day,Mancera,romantic,date,cold
Shazam! Eau de Parfum,4160 Tuesdays,https://static.luckyscent.com/images/products/64621.jpg?width=400&404=product.png,men,"amber, basil, cacao, cardamom, cedar, juniper berry, olibanum, patchouli, pink pepper, tangerine",sensual,fall,day,4160 Tuesdays,romantic,date,cold
Aoud Vanille Eau de Parfum,Mancera,https://static.luckyscent.com/images/products/64928.jpg?width=400&404=product.png,unisex,"black pepper, cardamom, floral notes, gaiac, oud, saffron, sandalwood, vanilla",sensual,fall,night,Mancera,romantic,date,cold
Hedonist Cassis Eau de Parfum,Viktoria Minya,https://static.luckyscent.com/images/products/62404.jpg?width=400&404=product.png,women,"blackcurrant, bulgarian rose, cedar, grass, incense",energetic,summer,night,Viktoria Minya,fresh,date,any
Cologne 352 Eau de Parfum,Ex Nihilo,https://static.luckyscent.com/images/products/72001.jpg?width=400&404=product.png,women,"crushed leaves, gaiac, juniper, lemon, lily of the valley, musk, orange blossom, rose, white cedar",sensual,summer,night,Ex Nihilo,romantic,date,any
Bois d'Hiver Eau de Parfum,Ex Nihilo,https://static.luckyscent.com/images/products/72000.jpg?width=400&404=product.png,women,"cardamom, cyclamen, cypriol, heliotrope, musk, patchouli, pink pepper, sandalwood, white cedar",sensual,fall,night,Ex Nihilo,romantic,date,any
Rose of No Man's Land Eau de Parfum,BYREDO,https://static.luckyscent.com/images/products/64183.jpg?width=400&404=product.png,women,"papyrus, pink pepper, raspberry blossom, turkish rose absolute, turkish rose petals, white amber",sensual,summer,night,BYREDO,romantic,date,cold
Opus 1144 Eau de Parfum,UNUM,https://static.luckyscent.com/images/products/71901.jpg?width=400&404=product.png,men,"amber, benzoin, bergamot, cashmere wood, elemi, iris, jasmine, leather, mandarin orange, musk, orchid, sandalwood, styrax, vanilla",sensual,summer,day,UNUM,romantic,date,cold
Rosa Nigra Extrait de Parfum,UNUM,https://static.luckyscent.com/images/products/71902.jpg?width=400&404=product.png,men,"amber, artemisia, cashmere wood, freesia, iris, musk, peach, sandalwood, star anise, vanilla",sensual,summer,night,UNUM,romantic,date,cold
The Noir 29 Eau de Parfum,Le Labo,https://static.luckyscent.com/images/products/46868.jpg?width=400&404=product.png,women,"bay leaf, bergamot, black tea leaves, cedar, fig, musk, vetiver",sensual,winter,day,Le Labo,romantic,date,hot
10 Corso Como Eau de Parfum,10 Corso Como,https://static.luckyscent.com/images/products/12400.jpg?width=400&404=product.png,unisex,"frankincense, geranium, musk, rose, sandalwood, vetiver and rare malay oud wood oil",sensual,summer,night,10 Corso Como,romantic,date,any
Tabac Tabou Extrait de Parfum,Parfum d'Empire,https://static.luckyscent.com/images/products/35717.jpg?width=400&404=product.png,women,"grass, honey, immortelle, musk, narcissus, tobacco",sensual,fall,night,Parfum d'Empire,romantic,date,any
African Leather Eau de Parfum,MEMO,https://static.luckyscent.com/images/products/69118.jpg?width=400&404=product.png,unisex,"bergamot, cardamom, cumin, geranium, leather, musk, oud, patchouli, saffron, vetiver",sensual,fall,day,MEMO,romantic,date,hot
Chrysolithe Eau de Parfum,Olivier Durbano,https://static.luckyscent.com/images/products/36915.jpg?width=400&404=product.png,unisex,"amber, black pepper, caraway, cedar, cinnamon, ginger, jasmine, musk, rosemary, sage, vetiver",sensual,summer,night,Olivier Durbano,romantic,date,cold
Messy Sexy Just Rolled Out of Bed Eau de Parfum,A Lab on Fire,https://static.luckyscent.com/images/products/56713.jpg?width=400&404=product.png,women,"amber, bergamot, heliotrope, musk, peach blossom, rose, toffee, tonka bean, vanilla, white woods",sensual,summer,day,A Lab on Fire,romantic,date,cold
Santal Eau de Toilette,Floris London,https://static.luckyscent.com/images/products/71511.jpg?width=400&404=product.png,unisex,"amber, bergamot, black pepper, cardamom, cedar, clove bud, frankincense, green grass, lavender, lemon, musk, nutmeg, sandalwood, vanilla, vetiver",sensual,spring,day,Floris London,romantic,date,cold
Elite Eau de Toilette,Floris London,https://static.luckyscent.com/images/products/71508.jpg?width=400&404=product.png,unisex,"amber, bay leaf, bergamot, cedar, cedar leaf, fir, grapefruit, juniper, lavender, leather, musk, oakmoss, patchouli, petitgrain, vetiver",sensual,summer,day,Floris London,romantic,date,cold
No. 89 Eau de Toilette,Floris London,https://static.luckyscent.com/images/products/71509.jpg?width=400&404=product.png,unisex,"bergamot, cedar, geranium, lavender, musk, neroli, nutmeg, oakmoss, orange, petitgrain, rose, sandalwood, vetiver, ylang ylang",sensual,summer,day,Floris London,romantic,date,hot
Voulez-Vous Coucher Avec Moi Eau de Parfum,By Kilian,https://static.luckyscent.com/images/products/425004.jpg?width=400&404=product.png,women,"bulgarian rose, cedar, gardenia, neroli, sandalwood, tuberose, vanilla, ylang ylang",sensual,summer,night,By Kilian,romantic,work,cold
Ambre Cashmere Intense Eau de Parfum,PARFUMS DE NICOLAI,https://static.luckyscent.com/images/products/31353.jpg?width=400&404=product.png,women,"amber, benzoin, black pepper, clove, labdanum, lemon, mandarin, musk, orris butter, patchouli, sandalwood, tonka bean, vanilla, violet",sensual,fall,night,PARFUMS DE NICOLAI,romantic,date,cold
Oud Palao Eau de Parfum,Diptyque,https://static.luckyscent.com/images/products/483184.jpg?width=400&404=product.png,women,"bulgarian rose, camphor, labdanum, madagascar vanilla, oud from laos, patchouli, rum, sandalwood, tobacco",sensual,summer,night,Diptyque,romantic,date,cold
Noir Exquis Eau de Parfum,L'Artisan Parfumeur,https://static.luckyscent.com/images/products/152010.jpg?width=400&404=product.png,women,"chestnut, coffee, ebony, heliotrope, maple syrup, orange, orange blossom, sandalwood, tonka bean, vanilla",sensual,fall,night,L'Artisan Parfumeur,romantic,casual,cold
PHI Une Rose de Kandahar Eau de Parfum,Tauer Perfumes,https://static.luckyscent.com/images/products/31431.jpg?width=400&404=product.png,unisex,"almond, apricot, bergamot, bourbon geranium, bulgarian rose absolute, cinnamon, musk and ambergris, patchouli, rose from kandahar, tobacco leaf, tonka bean, vanilla, vetiver",sensual,summer,day,Tauer Perfumes,romantic,date,cold
Sotto La Luna Tuberose Eau de Parfum,Tauer Perfumes,https://static.luckyscent.com/images/products/31432.jpg?width=400&404=product.png,unisex,"amber, cinnamon, cloves, galbanum, geranium, jasmine, patchouli, rose, tuberose, ylang ylang",sensual,summer,day,Tauer Perfumes,romantic,date,cold
Jasmin Angelique Cologne Absolue,Atelier Cologne,https://static.luckyscent.com/images/products/51029.jpg?width=400&404=product.png,women,"angelique, fig, galbanum, incense, jasmine, lemon, sichuan pepper, tonka bean, white amber",sensual,summer,night,Atelier Cologne,romantic,date,cold
Iris Cendre Eau de Parfum,Naomi Goodsir,https://static.luckyscent.com/images/products/59304.jpg?width=400&404=product.png,men,"amber, bergamot, cistus, orris butter, tangerine, tobacco, violet",sensual,fall,day,Naomi Goodsir,romantic,date,cold
Bahiana Eau de Parfum,Maitre Parfumeur et Gantier,https://static.luckyscent.com/images/products/29323.jpg?width=400&404=product.png,unisex,"amber, brazilian orange, caipirinha limon, coconut, elemi, gaiac wood, green leaf, mandarin, musk, rosewood, tagette",sensual,spring,day,Maitre Parfumeur et Gantier,romantic,date,cold
Incense Flash Eau de Parfum,Tauerville,https://static.luckyscent.com/images/products/69202.jpg?width=400&404=product.png,men,"amber, incense, leather, musky woods",sensual,fall,night,Tauerville,romantic,date,cold
Framboise Noire Eau de Parfum,Shay & Blue,https://static.luckyscent.com/images/products/70413.jpg?width=400&404=product.png,men,"black raspberry, black woods, iris pallida, mixed berries, white oud",sensual,winter,night,Shay & Blue,romantic,date,any
Halfeti Eau de Parfum,Penhaligons,https://static.luckyscent.com/images/products/441010.jpg?width=400&404=product.png,unisex,"amber, armoise, bergamot, cardamom, cedar, cinnamon, cumin, cypress, grapefruit, green notes, jasmine, lavender, leather, muguet, musk, nutmeg, oud, patchouli, resins, rose, saffron, sandalwood, tonka bean, vanilla, violet",sensual,spring,day,Penhaligons,romantic,date,cold
Ryder Eau de Parfum,Ex Idolo,https://static.luckyscent.com/images/products/63701.jpg?width=400&404=product.png,women,"amber, boozy notes, dark woods, frankincense, jasmine, resins, sweet pipe tobacco, vanilla",sensual,summer,night,Ex Idolo,romantic,date,cold
Venetian Bergamot Eau de Parfum,TOM FORD Private Blend,https://static.luckyscent.com/images/products/63541.jpg?width=400&404=product.png,men,"amber, bergamot, black pepper, cashmeran, cedar, gardenia, ginger, magnolia, pepperwood, pink pepper, sandalwood, tonka bean, ylang ylang",sensual,fall,day,TOM FORD Private Blend,romantic,date,cold
La Vierge de Fer Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36153.jpg?width=400&404=product.png,women,"aldehydes, incense, jasmine, lily, musk",sensual,summer,night,Serge Lutens,romantic,date,any
Don Eau de Parfum,Xerjoff - Join the Club,https://static.luckyscent.com/images/products/63211.jpg?width=400&404=product.png,men,"cuban tobacco, gunpowder, molasses, money, whiskey",sensual,fall,night,Xerjoff - Join the Club,romantic,casual,any
Mojave Ghost Eau de Parfum,BYREDO,https://static.luckyscent.com/images/products/64163.jpg?width=400&404=product.png,men,"amber, ambrette, and cedar, magnolia, sandalwood, sapodilla, violet",sensual,fall,night,BYREDO,romantic,date,cold
Flowerhead Eau de Parfum,BYREDO,https://static.luckyscent.com/images/products/64147.jpg?width=400&404=product.png,women,"angelica seeds, cranberries, rose petals, sambac jasmine, sicilian lemon, suede and ambergris, tuberose",sensual,summer,night,BYREDO,romantic,date,cold
Monoscent G Eau de Parfum,What We Do Is Secret,https://static.luckyscent.com/images/products/70500.jpg?width=400&404=product.png,unisex,galaxolide super,sensual,fall,night,What We Do Is Secret,romantic,casual,any
Ambre Gris Eau de Parfum,Perris Monte Carlo,https://static.luckyscent.com/images/products/70200.jpg?width=400&404=product.png,women,"amber, cedar, coumarin, davana, geranium, labdanum, musk, rose, sandalwood, vanilla",sensual,summer,night,Perris Monte Carlo,romantic,date,cold
Essence de Patchouli Eau de Parfum,Perris Monte Carlo,https://static.luckyscent.com/images/products/70201.jpg?width=400&404=product.png,women,"cedar, coumarin, geranium, guaiac, labdanum absolute, musk, orris, patchouli, rose, vanilla",sensual,summer,night,Perris Monte Carlo,romantic,date,cold
Bois d'Oud Eau de Parfum,Perris Monte Carlo,https://static.luckyscent.com/images/products/70203.jpg?width=400&404=product.png,women,"amber, bergamot, blackwood, cedar wood, fruity peach, jasmine, labdanum, musk, orange blossom, orris, oud, patchouli, plum, rose, vanilla",sensual,summer,day,Perris Monte Carlo,romantic,date,cold
Oud Imperial Eau de Parfum,Perris Monte Carlo,https://static.luckyscent.com/images/products/70204.jpg?width=400&404=product.png,women,"blackwood, cistus, cumin, incense, jasmine, oud, patchouli, saffron, sandalwood, vetiver",sensual,summer,night,Perris Monte Carlo,romantic,date,any
Rose de Taif Eau de Parfum,Perris Monte Carlo,https://static.luckyscent.com/images/products/70205.jpg?width=400&404=product.png,women,"geranium, lemon, nutmeg, rose damas absolute, rose musk, taf rose essential oil",sensual,summer,night,Perris Monte Carlo,romantic,date,any
Patchouli Nosy Be Eau de Parfum,Perris Monte Carlo,https://static.luckyscent.com/images/products/70206.jpg?width=400&404=product.png,women,"bitter cocoa, cedar, labdanum, nosy be patchouli, pink pepper, sandalwood, vanilla",sensual,fall,night,Perris Monte Carlo,romantic,work,cold
Ylang Ylang Nosy Be Eau de Parfum,Perris Monte Carlo,https://static.luckyscent.com/images/products/70207.jpg?width=400&404=product.png,women,"cardamom, cedar, grapefruit, jasmine, labdanum, lemon, orange blossom, rose, scabious, vanilla, vetiver, ylang ylang",sensual,summer,night,Perris Monte Carlo,romantic,work,cold
Atropa Belladonna Eau de Parfum,Shay & Blue,https://static.luckyscent.com/images/products/70400.jpg?width=400&404=product.png,women,"blackcurrant, jasmine, narcissus, patchouli, vanilla",sensual,summer,night,Shay & Blue,romantic,casual,cold
Amber Rose Eau de Parfum,Shay & Blue,https://static.luckyscent.com/images/products/70401.jpg?width=400&404=product.png,men,"dulce de leche, may rose, white amber",sensual,summer,night,Shay & Blue,romantic,date,cold
Blood Oranges Eau de Parfum,Shay & Blue,https://static.luckyscent.com/images/products/70402.jpg?width=400&404=product.png,unisex,"amber, blood orange, leather, musk, woody notes",sensual,fall,night,Shay & Blue,romantic,date,cold
Blacks Club Leather Fragrance Concentr??e,Shay & Blue,https://static.luckyscent.com/images/products/70403.jpg?width=400&404=product.png,men,"beeswax, cognac, english leather, firewood, mahogany",sensual,fall,night,Shay & Blue,romantic,date,any
Salt Caramel Eau de Parfum,Shay & Blue,https://static.luckyscent.com/images/products/70404.jpg?width=400&404=product.png,men,"caramel, sandalwood, sea salt, tonka bean",sensual,fall,night,Shay & Blue,romantic,casual,cold
Watermelons Natural Spray,Shay & Blue,https://static.luckyscent.com/images/products/70405.jpg?width=400&404=product.png,unisex,"green leaves, green mandarin, green tea, honeysuckle, vetiver, watermelon",energetic,spring,day,Shay & Blue,fresh,casual,any
